id,Componente,"Año",Estado,Municipio,Localidad,Registradas,Apoyadas,cod_inegi
6533,SISTEMA,2015,NAYARIT,"SAN BLAS","LAURELES Y GONGORA (EL LIMON)",1,0,
6534,MOTOR,2015,NAYARIT,"SAN BLAS","SAN BLAS",2,0,
6535,EMBARCACION,2015,NAYARIT,"SAN BLAS","SAN BLAS",0,0,
6536,HIELERA,2015,NAYARIT,"SAN BLAS","SAN BLAS",0,0,
6537,SISTEMA,2015,NAYARIT,"SAN BLAS","SAN BLAS",2,0,
6538,MOTOR,2015,NAYARIT,"SANTA MARIA DEL ORO","LAS CUEVAS",6,0,
6539,EMBARCACION,2015,NAYARIT,"SANTA MARIA DEL ORO","LAS CUEVAS",0,0,
6540,HIELERA,2015,NAYARIT,"SANTA MARIA DEL ORO","LAS CUEVAS",0,0,
6541,SISTEMA,2015,NAYARIT,"SANTA MARIA DEL ORO","LAS CUEVAS",6,0,
6542,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA","BOCA DE CAMICHIN",12,0,
6543,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA","BOCA DE CAMICHIN",15,0,
6544,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA","BOCA DE CAMICHIN",4,0,
6545,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA","BOCA DE CAMICHIN",27,0,
6546,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA","CAÑADA GRANDE",1,0,
6547,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA","CAÑADA GRANDE",0,0,
6548,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA","CAÑADA GRANDE",0,0,
6549,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA","CAÑADA GRANDE",1,0,
6550,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA","LA HIGUERITA (LA ESCONDIDA)",1,0,
6551,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA","LA HIGUERITA (LA ESCONDIDA)",0,0,
6552,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA","LA HIGUERITA (LA ESCONDIDA)",0,0,
6553,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA","LA HIGUERITA (LA ESCONDIDA)",1,0,
6554,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA","LOS CORCHOS",1,0,
6555,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA","LOS CORCHOS",0,0,
6556,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA","LOS CORCHOS",0,0,
6557,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA","LOS CORCHOS",1,0,
6558,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA",MAYORQUIN,1,0,
6559,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA",MAYORQUIN,0,0,
6560,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA",MAYORQUIN,0,0,
6561,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA",MAYORQUIN,1,0,
6562,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA","MEXCALTITAN DE URIBE",8,0,
6563,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA","MEXCALTITAN DE URIBE",0,0,
6564,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA","MEXCALTITAN DE URIBE",0,0,
6565,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA","MEXCALTITAN DE URIBE",8,0,
6566,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA","PALMAR DE CUAUTLA (CUAUTLA)",5,0,
6567,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA","PALMAR DE CUAUTLA (CUAUTLA)",26,0,
6568,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA","PALMAR DE CUAUTLA (CUAUTLA)",0,0,
6569,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA","PALMAR DE CUAUTLA (CUAUTLA)",31,0,
6570,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA","PUERTA DE PALAPARES",1,0,
6571,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA","PUERTA DE PALAPARES",0,0,
6572,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA","PUERTA DE PALAPARES",0,0,
6573,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA","PUERTA DE PALAPARES",1,0,
6574,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA","RANCHO NUEVO",1,0,
6575,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA","RANCHO NUEVO",0,0,
6576,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA","RANCHO NUEVO",0,0,
6577,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA","RANCHO NUEVO",1,0,
6578,MOTOR,2015,NAYARIT,"SANTIAGO IXCUINTLA","SAN ANDRES",1,0,
6579,EMBARCACION,2015,NAYARIT,"SANTIAGO IXCUINTLA","SAN ANDRES",0,0,
6580,HIELERA,2015,NAYARIT,"SANTIAGO IXCUINTLA","SAN ANDRES",0,0,
6581,SISTEMA,2015,NAYARIT,"SANTIAGO IXCUINTLA","SAN ANDRES",1,0,
6582,MOTOR,2015,NAYARIT,TECUALA,"ANTONIO R. LAURELES",13,0,
6583,EMBARCACION,2015,NAYARIT,TECUALA,"ANTONIO R. LAURELES",11,0,
6584,HIELERA,2015,NAYARIT,TECUALA,"ANTONIO R. LAURELES",0,0,
6585,SISTEMA,2015,NAYARIT,TECUALA,"ANTONIO R. LAURELES",24,0,
6586,MOTOR,2015,NAYARIT,TECUALA,"EL MACHO (POZO DE HIGUERAS II)",1,0,
6587,EMBARCACION,2015,NAYARIT,TECUALA,"EL MACHO (POZO DE HIGUERAS II)",0,0,
6588,HIELERA,2015,NAYARIT,TECUALA,"EL MACHO (POZO DE HIGUERAS II)",0,0,
6589,SISTEMA,2015,NAYARIT,TECUALA,"EL MACHO (POZO DE HIGUERAS II)",1,0,
6590,MOTOR,2015,NAYARIT,TECUALA,"LA PUNTILLA",1,0,
6591,EMBARCACION,2015,NAYARIT,TECUALA,"LA PUNTILLA",0,0,
6592,HIELERA,2015,NAYARIT,TECUALA,"LA PUNTILLA",0,0,
6593,SISTEMA,2015,NAYARIT,TECUALA,"LA PUNTILLA",1,0,
6594,MOTOR,2015,NAYARIT,TECUALA,"LOS MORILLOS",3,0,
6595,EMBARCACION,2015,NAYARIT,TECUALA,"LOS MORILLOS",0,0,
6596,HIELERA,2015,NAYARIT,TECUALA,"LOS MORILLOS",0,0,
6597,SISTEMA,2015,NAYARIT,TECUALA,"LOS MORILLOS",3,0,
6598,MOTOR,2015,NAYARIT,TECUALA,NOVILLERO,1,0,
6599,EMBARCACION,2015,NAYARIT,TECUALA,NOVILLERO,1,0,
6600,HIELERA,2015,NAYARIT,TECUALA,NOVILLERO,0,0,
6601,SISTEMA,2015,NAYARIT,TECUALA,NOVILLERO,2,0,
6602,MOTOR,2015,NAYARIT,TECUALA,"PLAYA NOVILLERO",2,0,
6603,EMBARCACION,2015,NAYARIT,TECUALA,"PLAYA NOVILLERO",1,0,
6604,HIELERA,2015,NAYARIT,TECUALA,"PLAYA NOVILLERO",1,0,
6605,SISTEMA,2015,NAYARIT,TECUALA,"PLAYA NOVILLERO",3,0,
6606,MOTOR,2015,NAYARIT,TECUALA,"PUERTA DEL RIO",0,0,
6607,EMBARCACION,2015,NAYARIT,TECUALA,"PUERTA DEL RIO",0,0,
6608,HIELERA,2015,NAYARIT,TECUALA,"PUERTA DEL RIO",0,0,
6609,SISTEMA,2015,NAYARIT,TECUALA,"PUERTA DEL RIO",1,0,
6610,MOTOR,2015,NAYARIT,TECUALA,"SAN CAYETANO",3,0,
6611,EMBARCACION,2015,NAYARIT,TECUALA,"SAN CAYETANO",0,0,
6612,HIELERA,2015,NAYARIT,TECUALA,"SAN CAYETANO",0,0,
6613,SISTEMA,2015,NAYARIT,TECUALA,"SAN CAYETANO",3,0,
6614,MOTOR,2015,NAYARIT,TECUALA,TECUALA,1,0,
6615,EMBARCACION,2015,NAYARIT,TECUALA,TECUALA,6,0,
6616,HIELERA,2015,NAYARIT,TECUALA,TECUALA,0,0,
6617,SISTEMA,2015,NAYARIT,TECUALA,TECUALA,7,0,
6618,MOTOR,2015,NAYARIT,TEPIC,"EL FLOREÑO (EL CAPULIN)",0,0,
6619,EMBARCACION,2015,NAYARIT,TEPIC,"EL FLOREÑO (EL CAPULIN)",1,0,
6620,HIELERA,2015,NAYARIT,TEPIC,"EL FLOREÑO (EL CAPULIN)",0,0,
6621,SISTEMA,2015,NAYARIT,TEPIC,"EL FLOREÑO (EL CAPULIN)",1,0,
6622,MOTOR,2015,NAYARIT,TUXPAN,"PALMA GRANDE",1,0,
6623,EMBARCACION,2015,NAYARIT,TUXPAN,"PALMA GRANDE",0,0,
6624,HIELERA,2015,NAYARIT,TUXPAN,"PALMA GRANDE",0,0,
6625,SISTEMA,2015,NAYARIT,TUXPAN,"PALMA GRANDE",1,0,
6626,MOTOR,2015,NAYARIT,TUXPAN,"UNION DE CORRIENTES",3,0,
6627,EMBARCACION,2015,NAYARIT,TUXPAN,"UNION DE CORRIENTES",4,0,
6628,HIELERA,2015,NAYARIT,TUXPAN,"UNION DE CORRIENTES",1,0,
6629,SISTEMA,2015,NAYARIT,TUXPAN,"UNION DE CORRIENTES",7,0,
6630,MOTOR,2015,OAXACA,"JUCHITAN DE ZARAGOZA","HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",0,0,
6631,EMBARCACION,2015,OAXACA,"JUCHITAN DE ZARAGOZA","HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",2,0,
6632,HIELERA,2015,OAXACA,"JUCHITAN DE ZARAGOZA","HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",0,0,
6633,SISTEMA,2015,OAXACA,"JUCHITAN DE ZARAGOZA","HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",2,0,
6634,MOTOR,2015,OAXACA,"JUCHITAN DE ZARAGOZA","PLAYA SAN VICENTE",2,0,
6635,EMBARCACION,2015,OAXACA,"JUCHITAN DE ZARAGOZA","PLAYA SAN VICENTE",1,0,
6636,HIELERA,2015,OAXACA,"JUCHITAN DE ZARAGOZA","PLAYA SAN VICENTE",1,0,
6637,SISTEMA,2015,OAXACA,"JUCHITAN DE ZARAGOZA","PLAYA SAN VICENTE",2,0,
6638,MOTOR,2015,OAXACA,"JUCHITAN DE ZARAGOZA","SANTA MARIA DEL MAR",2,0,
6639,EMBARCACION,2015,OAXACA,"JUCHITAN DE ZARAGOZA","SANTA MARIA DEL MAR",2,0,
6640,HIELERA,2015,OAXACA,"JUCHITAN DE ZARAGOZA","SANTA MARIA DEL MAR",0,0,
6641,SISTEMA,2015,OAXACA,"JUCHITAN DE ZARAGOZA","SANTA MARIA DEL MAR",2,0,
6642,MOTOR,2015,OAXACA,"SALINA CRUZ","SALINA CRUZ",3,0,
6643,EMBARCACION,2015,OAXACA,"SALINA CRUZ","SALINA CRUZ",0,0,
6644,HIELERA,2015,OAXACA,"SALINA CRUZ","SALINA CRUZ",0,0,
6645,SISTEMA,2015,OAXACA,"SALINA CRUZ","SALINA CRUZ",3,0,
6646,MOTOR,2015,OAXACA,"SALINA CRUZ","SALINAS DEL MARQUES",5,0,
6647,EMBARCACION,2015,OAXACA,"SALINA CRUZ","SALINAS DEL MARQUES",2,0,
6648,HIELERA,2015,OAXACA,"SALINA CRUZ","SALINAS DEL MARQUES",0,0,
6649,SISTEMA,2015,OAXACA,"SALINA CRUZ","SALINAS DEL MARQUES",6,0,
6650,MOTOR,2015,OAXACA,"SAN DIONISIO DEL MAR",HUAMUCHIL,37,0,
6651,EMBARCACION,2015,OAXACA,"SAN DIONISIO DEL MAR",HUAMUCHIL,33,0,
6652,HIELERA,2015,OAXACA,"SAN DIONISIO DEL MAR",HUAMUCHIL,0,0,
6653,SISTEMA,2015,OAXACA,"SAN DIONISIO DEL MAR",HUAMUCHIL,39,0,
6654,MOTOR,2015,OAXACA,"SAN DIONISIO DEL MAR","PLAYA COPALITO",1,0,
6655,EMBARCACION,2015,OAXACA,"SAN DIONISIO DEL MAR","PLAYA COPALITO",1,0,
6656,HIELERA,2015,OAXACA,"SAN DIONISIO DEL MAR","PLAYA COPALITO",0,0,
6657,SISTEMA,2015,OAXACA,"SAN DIONISIO DEL MAR","PLAYA COPALITO",1,0,
6658,MOTOR,2015,OAXACA,"SAN DIONISIO DEL MAR","SAN DIONISIO DEL MAR",35,0,
6659,EMBARCACION,2015,OAXACA,"SAN DIONISIO DEL MAR","SAN DIONISIO DEL MAR",22,0,
6660,HIELERA,2015,OAXACA,"SAN DIONISIO DEL MAR","SAN DIONISIO DEL MAR",0,0,
6661,SISTEMA,2015,OAXACA,"SAN DIONISIO DEL MAR","SAN DIONISIO DEL MAR",42,0,
6662,MOTOR,2015,OAXACA,"SAN DIONISIO DEL MAR","SAN DIONISIO PUEBLO VIEJO",1,0,
6663,EMBARCACION,2015,OAXACA,"SAN DIONISIO DEL MAR","SAN DIONISIO PUEBLO VIEJO",1,0,
6664,HIELERA,2015,OAXACA,"SAN DIONISIO DEL MAR","SAN DIONISIO PUEBLO VIEJO",0,0,
6665,SISTEMA,2015,OAXACA,"SAN DIONISIO DEL MAR","SAN DIONISIO PUEBLO VIEJO",1,0,
6666,MOTOR,2015,OAXACA,"SAN FRANCISCO DEL MAR","PUEBLO NUEVO",2,0,
6667,EMBARCACION,2015,OAXACA,"SAN FRANCISCO DEL MAR","PUEBLO NUEVO",1,0,
6668,HIELERA,2015,OAXACA,"SAN FRANCISCO DEL MAR","PUEBLO NUEVO",0,0,
6669,SISTEMA,2015,OAXACA,"SAN FRANCISCO DEL MAR","PUEBLO NUEVO",2,0,
6670,MOTOR,2015,OAXACA,"SAN FRANCISCO DEL MAR","SAN FRANCISCO DEL MAR",5,0,
6671,EMBARCACION,2015,OAXACA,"SAN FRANCISCO DEL MAR","SAN FRANCISCO DEL MAR",7,0,
6672,HIELERA,2015,OAXACA,"SAN FRANCISCO DEL MAR","SAN FRANCISCO DEL MAR",0,0,
6673,SISTEMA,2015,OAXACA,"SAN FRANCISCO DEL MAR","SAN FRANCISCO DEL MAR",7,0,
6674,MOTOR,2015,OAXACA,"SAN FRANCISCO DEL MAR","SAN FRANCISCO VIEJO",1,0,
6675,EMBARCACION,2015,OAXACA,"SAN FRANCISCO DEL MAR","SAN FRANCISCO VIEJO",1,0,
6676,HIELERA,2015,OAXACA,"SAN FRANCISCO DEL MAR","SAN FRANCISCO VIEJO",0,0,
6677,SISTEMA,2015,OAXACA,"SAN FRANCISCO DEL MAR","SAN FRANCISCO VIEJO",1,0,
6678,MOTOR,2015,OAXACA,"SAN FRANCISCO LXHUATAN","SAN FRANCISCO IXHUATAN",1,0,
6679,EMBARCACION,2015,OAXACA,"SAN FRANCISCO LXHUATAN","SAN FRANCISCO IXHUATAN",1,0,
6680,HIELERA,2015,OAXACA,"SAN FRANCISCO LXHUATAN","SAN FRANCISCO IXHUATAN",0,0,
6681,SISTEMA,2015,OAXACA,"SAN FRANCISCO LXHUATAN","SAN FRANCISCO IXHUATAN",1,0,
6682,MOTOR,2015,OAXACA,"SAN MATEO DEL MAR","HUAZANTLAN DEL RIO",1,0,
6683,EMBARCACION,2015,OAXACA,"SAN MATEO DEL MAR","HUAZANTLAN DEL RIO",1,0,
6684,HIELERA,2015,OAXACA,"SAN MATEO DEL MAR","HUAZANTLAN DEL RIO",0,0,
6685,SISTEMA,2015,OAXACA,"SAN MATEO DEL MAR","HUAZANTLAN DEL RIO",1,0,
6686,MOTOR,2015,OAXACA,"SAN MATEO DEL MAR","SAN MATEO DEL MAR",1,0,
6687,EMBARCACION,2015,OAXACA,"SAN MATEO DEL MAR","SAN MATEO DEL MAR",1,0,
6688,HIELERA,2015,OAXACA,"SAN MATEO DEL MAR","SAN MATEO DEL MAR",0,0,
6689,SISTEMA,2015,OAXACA,"SAN MATEO DEL MAR","SAN MATEO DEL MAR",1,0,
6690,MOTOR,2015,OAXACA,"SAN MATEO DEL MAR","SAN PABLO",1,0,
6691,EMBARCACION,2015,OAXACA,"SAN MATEO DEL MAR","SAN PABLO",1,0,
6692,HIELERA,2015,OAXACA,"SAN MATEO DEL MAR","SAN PABLO",0,0,
6693,SISTEMA,2015,OAXACA,"SAN MATEO DEL MAR","SAN PABLO",1,0,
6694,MOTOR,2015,OAXACA,"SAN PEDRO HUAMELULA","EL COYUL",2,0,
6695,EMBARCACION,2015,OAXACA,"SAN PEDRO HUAMELULA","EL COYUL",2,0,
6696,HIELERA,2015,OAXACA,"SAN PEDRO HUAMELULA","EL COYUL",0,0,
6697,SISTEMA,2015,OAXACA,"SAN PEDRO HUAMELULA","EL COYUL",2,0,
6698,MOTOR,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","BAJOS DE CHILA",1,0,
6699,EMBARCACION,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","BAJOS DE CHILA",1,0,
6700,HIELERA,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","BAJOS DE CHILA",0,0,
6701,SISTEMA,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","BAJOS DE CHILA",1,0,
6702,MOTOR,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","LAS NEGRAS",1,0,
6703,EMBARCACION,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","LAS NEGRAS",1,0,
6704,HIELERA,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","LAS NEGRAS",1,0,
6705,SISTEMA,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","LAS NEGRAS",1,0,
6706,MOTOR,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","PUERTO ESCONDIDO",13,0,
6707,EMBARCACION,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","PUERTO ESCONDIDO",11,0,
6708,HIELERA,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","PUERTO ESCONDIDO",0,0,
6709,SISTEMA,2015,OAXACA,"SAN PEDRO MIXTEPEC - DISTR 22","PUERTO ESCONDIDO",13,0,
6710,MOTOR,2015,OAXACA,"SAN PEDRO POCHUTLA","ARROYO CRUZ",1,0,
6711,EMBARCACION,2015,OAXACA,"SAN PEDRO POCHUTLA","ARROYO CRUZ",0,0,
6712,HIELERA,2015,OAXACA,"SAN PEDRO POCHUTLA","ARROYO CRUZ",0,0,
6713,SISTEMA,2015,OAXACA,"SAN PEDRO POCHUTLA","ARROYO CRUZ",1,0,
6714,MOTOR,2015,OAXACA,"SAN PEDRO POCHUTLA","PLAYA ZIPOLITE",1,0,
6715,EMBARCACION,2015,OAXACA,"SAN PEDRO POCHUTLA","PLAYA ZIPOLITE",1,0,
6716,HIELERA,2015,OAXACA,"SAN PEDRO POCHUTLA","PLAYA ZIPOLITE",0,0,
6717,SISTEMA,2015,OAXACA,"SAN PEDRO POCHUTLA","PLAYA ZIPOLITE",1,0,
6718,MOTOR,2015,OAXACA,"SAN PEDRO POCHUTLA","PUERTO ANGEL",21,0,
6719,EMBARCACION,2015,OAXACA,"SAN PEDRO POCHUTLA","PUERTO ANGEL",24,0,
6720,HIELERA,2015,OAXACA,"SAN PEDRO POCHUTLA","PUERTO ANGEL",8,0,
6721,SISTEMA,2015,OAXACA,"SAN PEDRO POCHUTLA","PUERTO ANGEL",34,0,
6722,MOTOR,2015,OAXACA,"SAN PEDRO TAPANATEPEC",BERNAL,5,0,
6723,EMBARCACION,2015,OAXACA,"SAN PEDRO TAPANATEPEC",BERNAL,5,0,
6724,HIELERA,2015,OAXACA,"SAN PEDRO TAPANATEPEC",BERNAL,0,0,
6725,SISTEMA,2015,OAXACA,"SAN PEDRO TAPANATEPEC",BERNAL,5,0,
6726,MOTOR,2015,OAXACA,"SANTA MARIA COLOTEPEC","BRISAS DE ZICATELA",1,0,
6727,EMBARCACION,2015,OAXACA,"SANTA MARIA COLOTEPEC","BRISAS DE ZICATELA",1,0,
6728,HIELERA,2015,OAXACA,"SANTA MARIA COLOTEPEC","BRISAS DE ZICATELA",1,0,
6729,SISTEMA,2015,OAXACA,"SANTA MARIA COLOTEPEC","BRISAS DE ZICATELA",1,0,
6730,MOTOR,2015,OAXACA,"SANTA MARIA COLOTEPEC",MARINERO,1,0,
6731,EMBARCACION,2015,OAXACA,"SANTA MARIA COLOTEPEC",MARINERO,1,0,
6732,HIELERA,2015,OAXACA,"SANTA MARIA COLOTEPEC",MARINERO,0,0,
6733,SISTEMA,2015,OAXACA,"SANTA MARIA COLOTEPEC",MARINERO,1,0,
6734,MOTOR,2015,OAXACA,"SANTA MARIA COLOTEPEC","SANTA MARIA COLOTEPEC",1,0,
6735,EMBARCACION,2015,OAXACA,"SANTA MARIA COLOTEPEC","SANTA MARIA COLOTEPEC",1,0,
6736,HIELERA,2015,OAXACA,"SANTA MARIA COLOTEPEC","SANTA MARIA COLOTEPEC",0,0,
6737,SISTEMA,2015,OAXACA,"SANTA MARIA COLOTEPEC","SANTA MARIA COLOTEPEC",1,0,
6738,MOTOR,2015,OAXACA,"SANTA MARIA HUATULCO","BAHIA DE SANTA CRUZ HUATULCO",3,0,
6739,EMBARCACION,2015,OAXACA,"SANTA MARIA HUATULCO","BAHIA DE SANTA CRUZ HUATULCO",3,0,
6740,HIELERA,2015,OAXACA,"SANTA MARIA HUATULCO","BAHIA DE SANTA CRUZ HUATULCO",1,0,
6741,SISTEMA,2015,OAXACA,"SANTA MARIA HUATULCO","BAHIA DE SANTA CRUZ HUATULCO",4,0,
6742,MOTOR,2015,OAXACA,"SANTA MARIA HUATULCO","BAJOS DE COYULA",7,0,
6743,EMBARCACION,2015,OAXACA,"SANTA MARIA HUATULCO","BAJOS DE COYULA",7,0,
6744,HIELERA,2015,OAXACA,"SANTA MARIA HUATULCO","BAJOS DE COYULA",0,0,
6745,SISTEMA,2015,OAXACA,"SANTA MARIA HUATULCO","BAJOS DE COYULA",7,0,
6746,MOTOR,2015,OAXACA,"SANTA MARIA HUATULCO",CRUCECITA,2,0,
6747,EMBARCACION,2015,OAXACA,"SANTA MARIA HUATULCO",CRUCECITA,1,0,
6748,HIELERA,2015,OAXACA,"SANTA MARIA HUATULCO",CRUCECITA,0,0,
6749,SISTEMA,2015,OAXACA,"SANTA MARIA HUATULCO",CRUCECITA,2,0,
6750,MOTOR,2015,OAXACA,"SANTA MARIA HUATULCO","LA BOCANA DE COPALITA",1,0,
6751,EMBARCACION,2015,OAXACA,"SANTA MARIA HUATULCO","LA BOCANA DE COPALITA",1,0,
6752,HIELERA,2015,OAXACA,"SANTA MARIA HUATULCO","LA BOCANA DE COPALITA",0,0,
6753,SISTEMA,2015,OAXACA,"SANTA MARIA HUATULCO","LA BOCANA DE COPALITA",1,0,
6754,MOTOR,2015,OAXACA,"SANTA MARIA HUATULCO","SAN AGUSTIN",1,0,
6755,EMBARCACION,2015,OAXACA,"SANTA MARIA HUATULCO","SAN AGUSTIN",1,0,
6756,HIELERA,2015,OAXACA,"SANTA MARIA HUATULCO","SAN AGUSTIN",0,0,
6757,SISTEMA,2015,OAXACA,"SANTA MARIA HUATULCO","SAN AGUSTIN",1,0,
6758,MOTOR,2015,OAXACA,"SANTA MARIA TONAMECA",MAZUNTE,0,0,
6759,EMBARCACION,2015,OAXACA,"SANTA MARIA TONAMECA",MAZUNTE,0,0,
6760,HIELERA,2015,OAXACA,"SANTA MARIA TONAMECA",MAZUNTE,1,0,
6761,SISTEMA,2015,OAXACA,"SANTA MARIA TONAMECA",MAZUNTE,3,0,
6762,MOTOR,2015,OAXACA,"SANTIAGO PINOTEPA NACIONAL",CORRALERO,4,0,
6763,EMBARCACION,2015,OAXACA,"SANTIAGO PINOTEPA NACIONAL",CORRALERO,4,0,
6764,HIELERA,2015,OAXACA,"SANTIAGO PINOTEPA NACIONAL",CORRALERO,1,0,
6765,SISTEMA,2015,OAXACA,"SANTIAGO PINOTEPA NACIONAL",CORRALERO,4,0,
